,SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety,costheta,mej
449,-9,77.0868988,35.47270584,1,1,1,-9,0,7484,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.05667191,1,0,99,-9,99,58746.32813,276.6183777,0.028431602,1,0.027593052,0.027593052,-9,3,-9,457,0,UNKNOWN ,-314.2357483,"[0.9991100000042934, 1.001510000001872, 1.0002999999996973, 0.997639999994135, 2.9996700000046985, 4.016759999998612, 1.984389999997802, 0.999020000002929, 0.9991700000027777, 1.0013399999952526, 0.9913400000004913]",[],"[0.9990000000034343, 1.0026299999954063, 1.0002500000045984, 0.9976499999975204, 2.9996099999989383, 4.008950000003097, 1.0246100000003935, 0.967850000000908, 0.9989799999966635, 0.9997300000031828, 1.0012599999972736, 0.9867500000036671, 1.0004199999966659]",[797.0535],[],[1624.4319   754.50433],[69.682106],[],[81.84911 98.80598],-9,-9,7484,[20.24628],[],[19.473248 20.305845],[0.09494314],[],[0.05471952 0.14221692],1.0003,,1.00025,1.0003,,1.00025,[58747.18403],[],[58747.15461 58748.15361],[6144],[],[4096 4096],[],[],[],99,-9,99,58746.32813,[],[],[],[],[],[],427485,[0.08742463],[],[0.0503863  0.13095482],0.027593052,[],[],[],0.053511627,3.87571091,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/449.fits,0.296363072,1.002550229,0.899999976,0.02
450,-9,25.49029922,36.27228928,1,1,1,-9,0,8823,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.01893932,1,0,99,-9,99,58645.97266,293.5568237,0.040652234,1,0.041538056,0.041538056,-9,3,-9,522,0,UNKNOWN ,42.96369553,"[0.971559999998135, 2.002489999998943, 1.0776499999992666, 0.9899199999999837, 1.912930000005872, 0.9634799999985262, 0.968059999999241, 3.1638499999971827, 1.8962200000023586, 1.0922300000020186, 0.9865199999985634, 2.8154799999974784]",[],"[1.1821400000044378, 0.8196399999942514, 1.0418100000024424, 1.0030699999988428, 1.0941700000039418, 0.9805899999992107, 0.964269999996759, 0.9552800000019488, 3.0459699999992154, 2.970549999998184, 0.9725700000053621, 1.0285000000003492]",[517.99854],[],[1673.863],[66.52064],[],[178.43439],-9,-9,8823,[20.714178],[],[19.4407],[0.13946258],[],[0.11576798],1.08494,,1.015785,1.08494,,1.015785,[58646.40595],[],[58647.29513],[4096],[],[6144],[],[],[],99,-9,99,58645.97266,[],[],[],[],[],[],428824,[0.12841858],[],[0.10660035],0.041538056,[],[],[],26.84750991,1.365688297,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/450.fits,17.21912777,65.05512722,1,0.050000001
451,-9,73.02523041,33.9899025,1,1,1,-9,0,9115,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.116178647,1,0,99,-9,99,58718.17969,12.58139992,0.014512658,1,0.013762035,0.013762035,-9,3,-9,262,0,UNKNOWN ,-361.8526001,"[1.086539999996603, 2.922259999999369, 2.0167399999991176, 0.9470300000029965, 2.0155000000013388, 5.004769999999553, 0.00044999999954598024, 3.039259999997739]",[],"[0.9283700000014505, 5.0078599999978906, 1.0802900000053342, 2.0158099999971455, 4.9677299999966635, 0.00044999999954598024, 2.9114300000001094, 0.00045000000682193786]",[1197.3773],[],[1561.9427 3883.8262],[132.4049],[],[ 91.73101 122.3607 ],-9,-9,9115,[19.804422],[],[19.515839 18.526852],[0.12008891],[],[0.06377947 0.03421464],2.01612,,1.54805,2.01612,,1.54805,[58719.48867],[],[58718.47068 58719.39905],[4096],[],[4096 6144],[],[],[],99,-9,99,58718.17969,[],[],[],[],[],[],429116,[0.1105791],[],[0.05872879 0.03150519],0.013762035,[],[],[],0.424303887,3.454234778,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/451.fits,0.251455913,0.872241921,0.5,0.029999999
452,-9,-4.44122982,33.1287384,1,1,1,-9,0,1393,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.058784582,1,0,99,-9,99,58607.85156,170.8266296,0.009801099,1,0.008581541,0.008581541,-9,3,-9,307,0,UNKNOWN ,6.946735859,[2.982300000003306],[],[],[3023.7126],[],[],[72.38713],[],[],-9,-9,1393,[18.798649],[],[],[0.02599864],[],[],2.9823,,,2.9823,,,[58609.18868],[],[],[4096],[],[],[],[],[],99,-9,99,58607.85156,[],[],[],[],[],[],431394,[0.02393982],[],[],0.008581541,[],[],[],0.709134457,3.044173123,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/452.fits,0.306508234,1.029672062,0.600000024,0.02
453,-9,46.82851028,35.4192009,1,1,1,-9,0,3036,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.021864625,1,0,99,-9,99,58368.57813,68.45935822,0.027697952,1,0.028964566,0.028964566,-9,3,-9,352,0,UNKNOWN ,295.3840637,"[1.0011700000031851, 0.9749200000005658, 1.0252799999943818, 0.977260000006936, 0.9666599999982282, 1.0385199999946053, 1.0009500000014668, 0.9956100000053993, 1.0225899999932153, 0.9717700000037439, 1.0093100000012782, 1.021600000000035, 1.9607099999993807, 1.0166000000026543, 1.021229999998468, 0.9903899999990244, 1.0295699999987846]",[],"[0.978770000001532, 0.974289999998291, 1.0258600000015576, 1.0026299999954063, 0.994299999998475, 1.0027600000030361, 0.9365499999985332, 1.0428500000052736, 0.9565399999992223, 1.0865899999989779, 0.9405499999993481, 2.0451499999981024, 1.0157400000025518, 0.9972300000008545, 0.9941899999976158, 0.9480899999980466]",[432.67514],[],[1080.2122],[50.87648],[],[75.53086],-9,-9,3036,[20.909595],[],[19.916227],[0.12769824],[],[0.07593556],1.00931,,0.995765,1.00931,,0.995765,[58369.49014],[],[58369.51204],[4096],[],[6144],[],[],[],99,-9,99,58368.57813,[],[],[],[],[],[],433037,[0.11758586],[],[0.06992225],0.028964566,[],[],[],0.54785654,2.785097468,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/453.fits,0.665291559,2.25940357,0.699999988,0.01
454,-9,66.56170654,35.1350174,1,1,1,-9,0,3422,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.142698824,1,0,99,-9,99,58635.29688,298.5513306,0.024403341,1,0.023847206,0.023847206,-9,3,-9,373,0,UNKNOWN ,-298.6966553,"[2.9797699999980978, 2.9850700000024517, 3.0230400000000373, 3.959100000000035, 3.085670000000391, 1.8377299999992829]",[],"[2.916879999997036, 9.975320000005013, 3.1290200000003097, 1.9843699999983073]",[623.73126],[],[1704.1604],[45.52454],[],[67.03275],-9,-9,3422,[20.512506],[],[19.421223],[0.07926434],[],[0.04271755],3.004055,,3.02295,3.004055,,3.02295,[58636.44051],[],[58636.41087],[6144],[],[4096],[],[],[],99,-9,99,58635.29688,[],[],[],[],[],[],433423,[0.07298743],[],[0.03933477],0.023847206,[],[],[],0.456485033,3.315222555,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/454.fits,0.366293795,1.236548403,0.699999988,0.050000001
455,-9,49.30681992,34.93045425,1,1,1,-9,0,4455,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.016995853,1,0,99,-9,99,58649.78516,222.322876,0.022249147,1,0.021515137,0.021515137,-9,3,-9,273,0,UNKNOWN ,-109.8027344,"[3.064489999997022, 3.9129100000063772, 2.9935199999963515, 3.0246699999988778]",[],"[6.997159999998985, 2.977100000003702, 2.963769999994838, 4.015190000005532]",[578.11285],[],[1319.2391],[131.37454],[],[88.99083],-9,-9,4455,[20.594969],[],[19.699192],[0.24679048],[],[0.07325741],3.04458,,3.496145,3.04458,,3.496145,[58650.22552],[],[58650.2647],[4096],[],[6144],[],[],[],99,-9,99,58649.78516,[],[],[],[],[],[],434456,[0.22724722],[],[0.06745618],0.021515137,[],[],[],0.249590438,3.568582577,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/455.fits,0.46076104,1.562551385,0.5,0.050000001
456,-9,78.68000793,34.1034584,1,1,1,-9,0,4954,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.076854378,1,0,99,-9,99,58342.60547,273.766571,0.01526377,1,0.015795248,0.015795248,-9,3,-9,60,0,UNKNOWN ,93.40839386,"[2.9395300000032876, 2.8804699999964214, 3.140590000002703]",[],"[3.0522499999933643, 2.909060000005411, 2.980839999996533, 3.000710000000254, 2.932300000000396, 3.0648700000019744]",[558.33344],[],[895.1389],[53.181778],[],[113.33963],-9,-9,4954,[20.632767],[],[20.120274],[0.10344251],[],[0.13750584],2.93953,,2.990775,2.93953,,2.990775,[58343.38622],[],[58343.34275],[6144],[],[4096],[],[],[],99,-9,99,58342.60547,[],[],[],[],[],[],434955,[0.09525093],[],[0.1266168],0.015795248,[],[],[],0.858265864,3.326047226,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/456.fits,0.709601885,2.478918986,0.100000001,0.02
457,-9,45.86803055,33.65536118,1,1,1,-9,0,9610,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.12402308,1,0,99,-9,99,58377.23047,312.5201111,0.012439468,1,0.013370663,0.013370663,-9,3,-9,275,0,UNKNOWN ,35.30567932,"[1.0416299999997136, 1.0164900000017951, 1.0153900000004796, 1.8554699999949662, 1.0238099999987753, 1.032870000002731, 0.8920799999978044, 1.017729999999574, 1.0884800000058021, 0.8792699999976321, 1.020039999995788, 1.0135800000061863]",[],"[0.993319999994128, 0.9951900000014575, 2.8908599999995204, 1.1442200000019511, 0.8751199999969685, 1.04098000000522, 1.0280599999969127, 0.9110000000000582, 1.0742000000027474, 1.0015300000013667]",[720.5181],[],[1579.1344   747.47186],[61.973927],[],[86.433105 77.84634 ],-9,-9,9610,[20.355888],[],[19.503952 20.316013],[0.09341012],[],[0.05944165 0.11310274],1.018885,,1.014795,1.018885,,1.014795,[58378.30971],[],[58378.27993 58379.27512],[6144],[],[4096 4096],[],[],[],99,-9,99,58377.23047,[],[],[],[],[],[],439611,[0.086013],[],[0.05473448 0.10414618],0.013370663,[],[],[],1.614591359,2.643418422,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/457.fits,1.922177558,8.031449902,0.5,0.050000001
458,-9,-5.681869984,34.8987236,1,1,1,-9,0,792,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.131210804,1,0,99,-9,99,58377.22266,84.66306305,0.021916933,1,0.021877389,0.021877389,-9,3,-9,457,0,UNKNOWN ,35.55290604,"[2.983780000002298, 2.9802700000000186, 3.0184099999969476, 2.941610000001674]",[],"[3.018100000001141, 5.981349999994563]",[791.6002],[],[754.7665],[78.5816],[],[82.29953],-9,-9,792,[20.253735],[],[20.30547],[0.10780645],[],[0.11841714],2.982025,,4.499725,2.982025,,4.499725,[58377.51889],[],[58377.45932],[6144],[],[4096],[],[],[],99,-9,99,58377.22266,[],[],[],[],[],[],440793,[0.09926929],[],[0.10903972],0.021877389,[],[],[],0.367579651,3.146070213,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/458.fits,1.083837584,3.641715567,0.899999976,0.02
459,-9,37.44696045,34.70235062,1,1,1,-9,0,1986,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.032959308,1,0,99,-9,99,58765.83203,72.16468048,0.020063566,1,0.019324148,0.019324148,-9,3,-9,217,0,UNKNOWN ,-273.8268738,"[3.058530000002065, 2.8446600000024773, 3.0592800000013085, 2.8956599999946775, 3.105230000001029]",[],"[2.935859999997774, 3.07223000000522, 2.835559999999532, 3.0220399999961955]",[1327.0603],[],[2825.2473],[74.92183],[],[88.386925],-9,-9,1986,[19.692774],[],[18.872358],[0.06131229],[],[0.03397515],3.05853,,2.97895,3.05853,,2.97895,[58766.44811],[],[58766.51917],[4096],[],[6144],[],[],[],99,-9,99,58765.83203,[],[],[],[],[],[],441987,[0.05645699],[],[0.03128467],0.019324148,[],[],[],0.443544116,3.393760257,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/459.fits,0.699341315,2.346183054,0.400000006,0.039999999
460,-9,40.6777916,34.58815384,1,1,1,-9,0,3345,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.056906652,1,0,99,-9,99,58780.73828,333.2733459,0.019007236,1,0.020605069,0.020605069,-9,3,-9,461,0,UNKNOWN ,171.4267273,"[1.0268299999952433, 3.0092400000066846, 0.0004599999956553802, 5.935960000002524, 0.0022899999967194162, 0.009669999999459833, 0.020540000004984904, 2.9807199999995646, 0.0004599999956553802, 0.9782699999996112, 0.00908000000345055, 0.9954199999992852, 0.002740000003541354, 0.9906299999929615, 0.012790000000677537, 0.0004600000029313378, 0.010699999998905696, 0.9712500000023283, 0.01631999999517575]",[],"[4.002679999997781, 0.00046999999904073775, 2.9767700000011246, 0.008179999997082632, 1.9124700000029407, 0.001870000000053551, 0.9750599999970291, 0.003360000002430752, 1.0287200000020675, 0.009519999999611173, 1.960269999995944, 0.0015100000018719584, 2.985399999997753, 0.01217000000178814, 1.1424299999998766, 0.001830000001064036]",[2327.0203 1338.3445],[],[3960.125],[287.6104   87.13536],[],[252.05342],-9,-9,3345,[19.083   19.68358],[],[18.505728],[0.13422526 0.07070601],[],[0.06912155],0.01632,,0.493615,0.01632,,0.493615,[58781.18774 58782.21457],[],[58781.23632],[4096 4096],[],[6144],[],[],[],99,-9,99,58780.73828,[],[],[],[],[],[],443346,[0.12359601 0.06510682],[],[0.06364784],0.020605069,[],[],[],0.046624875,3.754242051,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/460.fits,0.416034386,1.647143761,0.899999976,0.029999999
461,-9,22.32725906,36.08202362,1,1,1,-9,0,3896,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.061838023,1,0,99,-9,99,58311.82422,19.7157402,0.03736718,1,0.037258882,0.037258882,-9,3,-9,462,0,UNKNOWN ,-336.6564941,"[0.9873099999967963, 1.9818000000013853, 2.998670000000857, 0.9900899999993271, 2.0105100000000675, 1.0171899999986636, 1.9784099999960745, 1.0013300000064191, 2.0382599999938975]",[],"[0.9816700000010314, 2.040310000003956, 0.9968299999964074, 2.999049999998533, 2.014610000005632, 1.0082499999989523, 1.9773599999971339, 1.0190100000036182, 1.9408999999941443, 1.0109100000045146, 1.9995799999960582]",[609.3939],[],[1025.5178   714.56836],[62.49354],[],[53.283363 67.50244 ],-9,-9,3896,[20.537754],[],[19.972641 20.364891],[0.11136965],[],[0.05642587 0.10259011],1.97841,,1.9409,1.97841,,1.9409,[58312.47712],[],[58312.44495 58313.42662],[6144],[],[4096 4096],[],[],[],99,-9,99,58311.82422,[],[],[],[],[],[],443897,[0.10255032],[],[0.05195752 0.09446604],0.037258882,[],[],[],0.391563806,3.436269663,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/461.fits,0.610606892,2.076234076,0.899999976,0.029999999
462,-9,4.19453001,35.11543655,1,1,1,-9,0,7190,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010881424,1,0,99,-9,99,58426.73047,99.26850891,0.024199588,1,0.023151895,0.023151895,-9,3,-9,167,0,UNKNOWN ,-176.898819,"[0.05253000000084285, 0.8967299999931129, 1.1291700000001583, 0.9617200000066077, 1.0209199999953853, 0.9810799999977462, 2.016200000005483, 2.9976600000009057, 1.016830000000482, 1.9830999999976484, 1.0193700000017998]",[],"[1.9348599999939324, 0.02583000000595348, 1.0249599999951897, 0.9541300000055344, 0.9593899999963469, 0.04798999999911757, 2.054260000004433, 0.9312299999946845, 1.9902100000035716, 4.042320000000473, 1.9779100000014296]",[887.47046],[],[1719.8433],[97.926605],[],[137.8524],-9,-9,7190,[20.129616],[],[19.411278],[0.11983304],[],[0.08704729],1.01937,,1.02496,1.01937,,1.02496,[58427.43175],[],[58427.45524],[4096],[],[6144],[],[],[],99,-9,99,58426.73047,[],[],[],[],[],[],447191,[0.11034351],[],[0.08015405],0.023151895,[],[],[],1.232911366,1.782800512,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/462.fits,7.559714579,26.51972672,0.300000012,0.039999999
463,-9,43.11495972,36.17108154,1,1,1,-9,0,7215,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.116787933,1,0,99,-9,99,58634.44141,217.7772522,0.038889352,1,0.038749222,0.038749222,-9,3,-9,402,0,UNKNOWN ,101.8984375,"[2.9657200000001467, 3.010869999998249, 3.000449999999546, 5.994770000004792]",[],"[2.980299999995623, 3.043710000005376, 5.984179999999469, 2.993829999999434, 2.9296400000021094]",[191.56009],[],[502.03064],[27.506702],[],[37.975224],-9,-9,7215,[21.794237],[],[20.748175],[0.15594207],[],[0.08214856],3.00566,,2.99383,3.00566,,2.99383,[58635.2267],[],[58635.26032],[4096],[],[6144],[],[],[],99,-9,99,58634.44141,[],[],[],[],[],[],447216,[0.14359307],[],[0.07564324],0.038749222,[],[],[],0.327774304,2.957744978,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/463.fits,1.948017515,6.761291428,0.800000012,0.01
464,-9,19.27108002,35.53100967,1,1,1,-9,0,9036,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010389394,1,0,99,-9,99,58662.41016,306.0542297,0.029132146,1,0.030339105,0.030339105,-9,3,-9,468,0,UNKNOWN ,78.80077362,"[0.02855999999883352, 1.0022299999982351, 2.0056000000040513, 2.8382799999963026, 6.1284300000043, 2.9018099999957485]",[],"[1.0298599999950966, 2.0704100000002654, 8.880430000004708, 3.005879999996978]",[864.24],[],[1872.9218],[73.51287],[],[85.81762],-9,-9,9036,[20.158415],[],[19.3187],[0.09237593],[],[0.04976072],2.42194,,2.538145,2.42194,,2.538145,[58663.4575],[],[58663.35322],[6144],[],[4096],[],[],[],99,-9,99,58662.41016,[],[],[],[],[],[],449037,[0.08506072],[],[0.04582018],0.030339105,[],[],[],0.408761308,3.006348902,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/464.fits,1.26989198,4.573943074,0.899999976,0.039999999
465,-9,44.25703812,33.87368393,1,1,1,-9,0,9248,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.070493072,1,0,99,-9,99,58805.22656,33.32514191,0.013761821,1,0.013184855,0.013184855,-9,3,-9,151,0,UNKNOWN ,-386.2519531,"[0.0009300000019720756, 0.9931099999957951, 0.00047000000631669536, 0.0009699999936856329, 5.018690000004426, 0.0024300000004586764, 0.00044999999954598024, 0.016940000001341105, 0.9102899999998044, 0.00043000000005122274, 0.1789299999945797, 0.8486600000032922, 0.0004600000029313378, 0.01329999999870779, 0.00046999999904073775, 0.00044999999954598024, 1.0463699999963865, 4.976860000002489, 0.0018500000005587935, 0.0014200000005075708, 0.9659200000023702, 0.00044999999954598024]",[],"[0.0009600000048521906, 0.00046999999904073775, 0.11142999999719905, 0.00044999999954598024, 0.898830000005546, 0.00044999999954598024, 0.0023199999995995313, 4.911169999999402, 0.007529999995313119, 0.00044999999954598024, 1.0249600000024657, 0.0009500000014668331, 0.0004599999956553802, 0.007550000002083834, 0.00046999999904073775, 0.0004400000034365803, 1.982479999998759, 0.00044999999954598024, 0.02943000000232132, 4.945070000001579, 0.10547999999835156]",[1547.91   1556.8755 1574.325 ],[],[2758.8633 2757.3616 2771.5173],[65.95646  64.777245 67.84698 ],[],[100.53826   96.12437   81.898605],-9,-9,9248,[19.525635 19.519365 19.507263],[],[18.898174 18.898766 18.893206],[0.04627447 0.04518543 0.04680216],[],[0.03957592 0.03785904 0.0320914 ],0.00214,,0.00232,0.00214,,0.00232,[58806.19914 58806.19961 58806.20058],[],[58806.23877 58806.23922 58806.24154],[4096 4096 4096],[],[6144 4096 4096],[],[],[],99,-9,99,58805.22656,[],[],[],[],[],[],449249,[0.04261001 0.04160721 0.04309592],[],[0.03644191 0.03486099 0.0295501 ],0.013184855,[],[],[],0.282703846,3.421979507,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/465.fits,0.381726947,1.332266212,0.300000012,0.01
466,-9,69.05728912,35.63894653,1,1,1,-9,0,9467,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.024719696,1,0,99,-9,99,58690.50391,319.4871826,0.030598428,1,0.03130557,0.03130557,-9,3,-9,456,0,UNKNOWN ,48.5365715,"[2.9994900000019697, 9.011120000002848, 3.0932899999970687]",[],"[2.97324999999546, 3.034990000000107, 2.999580000003334, 3.0197400000033667]",[952.87506],[],[1732.206],[61.767242],[],[78.00871],-9,-9,9467,[20.05241],[],[19.403502],[0.07039666],[],[0.04890727],3.09329,,3.00966,3.09329,,3.00966,[58691.32214],[],[58691.3833],[4096],[],[6144],[],[],[],99,-9,99,58690.50391,[],[],[],[],[],[],449468,[0.06482197],[],[0.04503432],0.03130557,[],[],[],0.558690294,3.175311969,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/466.fits,0.708361956,2.498361274,0.899999976,0.02
467,-9,-5.889890194,33.74871826,1,1,1,-9,0,9587,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.139976487,1,0,99,-9,99,58423.13281,38.65649033,0.012987187,1,0.013397916,0.013397916,-9,3,-9,367,0,UNKNOWN ,-105.0198212,"[2.9507600000069942, 2.9411499999987427, 3.0465100000001257, 2.9676299999991897]",[],"[3.019700000004377, 2.9968099999969127, 3.0232600000017555]",[840.00665],[],[3492.0396],[54.098045],[],[86.42221],-9,-9,9587,[20.189293],[],[18.642303],[0.06994049],[],[0.0268767],2.959195,,3.0197,2.959195,,3.0197,[58425.34374],[],[58425.27194],[6144],[],[4096],[],[],[],99,-9,99,58423.13281,[],[],[],[],[],[],449588,[0.06440192],[],[0.02474835],0.013397916,[],[],[],0.59245775,3.08229789,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/467.fits,0.730638603,2.523168928,0.699999988,0.039999999
468,-9,70.16931152,35.46983719,1,1,1,-9,0,818,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.065659165,1,0,99,-9,99,58361.43359,238.013916,0.028375668,1,0.028244959,0.028244959,-9,3,-9,512,0,UNKNOWN ,-37.73025131,"[0.0005200000014156103, 3.0348099999973783, 0.023939999999129213, 3.0451299999986077, 2.9795999999987544, 1.9524400000009337, 2.0073499999998603, 0.9737100000056671, 1.9599099999977625]",[],"[0.013869999995222315, 5.896489999999176, 3.007020000004559, 1.9784599999984493, 3.0166899999967427]",[525.1668 433.4609],[],[1100.165  1035.5184],[62.866184 62.65415 ],[],[115.05229  79.95841],-9,-9,818,[20.699257 20.907625],[],[19.896355 19.962105],[0.13000189 0.15697472],[],[0.11357095 0.08385639],1.95991,,3.00702,1.95991,,3.00702,[58363.18024 58363.18076],[],[58363.22654 58363.24041],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58361.43359,[],[],[],[],[],[],450819,[0.11970708 0.14454395],[],[0.1045773  0.07721583],0.028244959,[],[],[],0.264878567,3.794480806,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/468.fits,0.19855676,0.673490586,1,0.029999999
469,-9,63.76913834,35.57428741,1,1,1,-9,0,1160,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.051201999,1,0,99,-9,99,58698.53125,285.6612549,0.029776171,1,0.028498292,0.028498292,-9,3,-9,362,0,UNKNOWN ,-487.420929,"[0.9965499999962049, 1.0035900000002584, 0.9991599999993923, 1.0004400000034366, 0.9954799999977695, 0.9187799999999697, 1.0027600000030361, 0.9969100000016624, 1.0011199999935343, 0.999630000005709, 0.9802899999995134, 0.9993699999977252, 2.008800000003248, 0.9917799999966519, 1.0852499999964493, 1.0198600000003353]",[],"[0.9965099999972153, 1.0038800000038464, 0.9994000000006054, 1.0018500000005588, 0.9946099999942817, 0.9178000000028987, 1.0025000000023283, 0.9969399999972666, 1.0013299999991432, 0.9995899999994435, 0.9832700000042678, 0.9998100000011618, 3.0001499999998487, 1.0841899999941234, 1.0211100000014994, 0.9788100000005215]",[767.1029],[],[1626.7622  909.654 ],[75.263504],[],[77.08527 60.37995],-9,-9,1160,[20.287867],[],[19.471691 20.10281 ],[0.10655176],[],[0.05146087 0.07208524],0.9995,,0.9997,0.9995,,0.9997,[58699.31646],[],[58699.288   58700.28451],[6144],[],[4096 4096],[],[],[],99,-9,99,58698.53125,[],[],[],[],[],[],451161,[0.09811396],[],[0.0473857  0.06637684],0.028498292,[],[],[],0.492997479,3.202693194,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/469.fits,0.602365098,2.18662658,0.699999988,0.029999999
